,S11,S21,S31,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31,Real(S21),Imag(S21)
8.338,(-0.01696737639456159+0.03370997115298389j),(0.9027012276461341+0.4286100585272435j),(-0.0003544657909906085+0.0002026376836023137j),-28.464125470208607,-0.006188375252159027,-67.780434862874,116.71766899692709,25.39875701329653,150.24466456103448,0.9027012276461341,0.4286100585272435
8.339,(-0.01693043714540945+0.03366523747586777j),(0.9028441535356937+0.4283138948996186j),(-0.0003536466224966309+0.0002022857921584961j),-28.477153513437624,-0.0061698067658406104,-67.79929913572191,116.69808016279922,25.379902426388025,150.23045278616885,0.9028441535356937,0.4283138948996186
8.34,(-0.01689352747577676+0.03362047518337788j),(0.9029869793746498+0.4280176829124084j),(-0.0003528316641646793+0.0002019357991700535j),-28.49020294375177,-0.006151263605020465,-67.8181057097218,116.67849224715967,25.3610478736714,150.2162416034723,0.9029869793746498,0.4280176829124084
8.341,(-0.01685664739484749+0.03357568431218302j),(0.9031297051522879+0.4277214225834739j),(-0.0003520208842443513+0.0002015876904623889j),-28.503273824441223,-0.006132745786184804,-67.83685486477181,116.65890522696282,25.342193354128508,150.2020310105085,0.9031297051522879,0.4277214225834739
8.342,(-0.01681979691188979+0.03353086489878539j),(0.9032723308578058+0.4274251139308531j),(-0.0003512142513044169+0.0002012414520033738j),-28.516366219111518,-0.006114253325761055,-67.8555468786524,116.63931907930298,25.323338866752387,150.1878210048693,0.9032723308578058,0.4274251139308531
8.343,(-0.01678297603625547+0.03348601697952127j),(0.9034148564803145+0.4271287569727603j),(-0.0003504117342288251+0.0002008970699015667j),-28.52948019168553,-0.006095786240128479,-67.87418202704744,116.61973378141396,25.30448441054723,150.1736115841747,0.9034148564803145,0.4271287569727603
8.344,(-0.01674618477737663+0.03344114059056445j),(0.9035572820088414+0.4268323517275826j),(-0.0003496133022127564+0.0002005545304044554j),-28.542615806405152,-0.00607734454559501,-67.8927605835654,116.60014931066274,25.28562998452808,150.15940274607206,0.9035572820088414,0.4268323517275826
8.345,(-0.01670942314476826+0.03339623576792778j),(0.9036996074323302+0.4265358982138768j),(-0.0003488189247587445+0.0002002138198967275j),-28.555773127832786,-0.006058928258422342,-67.91128281976003,116.5805656445528,25.266775587720716,150.14519448823617,0.9036996074323302,0.4265358982138768
8.346,(-0.01667269114802326+0.03335130254746509j),(0.9038418327396399+0.426239396450373j),(-0.0003480285716728671+0.0001998749248985726j),-28.568952220853532,-0.006040537394818213,-67.92974900515048,116.56098276071661,25.247921219161835,150.13098680836882,0.9038418327396399,0.426239396450373
8.347,(-0.01663598879681307+0.03330634096487378j),(0.9039839579195508+0.4259428464559647j),(-0.0003472422130609589+0.0001995378320639949j),-28.582153150676717,-0.00602217197093062,-67.94815940724202,116.54140063691533,25.2290668778984,150.11677970419825,0.9039839579195508,0.4259428464559647
8.348,(-0.01659931610088695+0.03326135105569732j),(0.9041259829607616+0.4256462482497129j),(-0.0003464598193249179+0.0001992025281791664j),-28.595375982837517,-0.006003832002856503,-67.96651429154556,116.52181925103687,25.21021256298792,150.10257317347907,0.9041259829607616,0.4256462482497129
8.349,(-0.01656267307006951+0.0332163328553263j),(0.9042679078518929+0.4253496018508412j),(-0.000345681361159045+0.0001988690001607953j),-28.608620783199154,-0.0059855175066369105,-67.98481392159763,116.50223858109237,25.191358273498118,150.08836721399183,0.9042679078518929,0.4253496018508412
8.35,(-0.01652605971426105+0.03317128639900103j),(0.904409732581487+0.425052907278735j),(-0.0003449068095464441+0.0001985372350545217j),-28.621887617954435,-0.005967228498261844,-68.00305855897966,116.48265860521555,25.172504008506895,150.07416182354265,0.904409732581487,0.425052907278735
8.351,(-0.01648947604343496+0.0331262117218139j),(0.9045514571380096+0.4247561645529397j),(-0.0003441361357554757+0.0001982072200333364j),-28.635176553627687,-0.005948964993670246,-68.02124846333729,116.46307930165803,25.15364976710218,150.05995699996308,0.9045514571380096,0.4247561645529397
8.352,(-0.01645292206763882+0.03308110885871043j),(0.9046930815098513+0.4244593736931587j),(-0.0003433693113362613+0.0001978789423960228j),-28.648487657076608,-0.005930727008740352,-68.0393838923993,116.44350064879087,25.134795548381803,150.04575274110962,0.9046930815098513,0.4244593736931587
8.353,(-0.01641639779699023+0.03303597784449276j),(0.9048346056853278+0.4241625347192501j),(-0.0003426063081172356+0.0001975523895656206j),-28.66182099549413,-0.005912514559312861,-68.05746510199646,116.42392262509688,25.115941351453312,150.03154904486343,0.9048346056853278,0.4241625347192501
8.354,(-0.01637990324167972+0.03299081871381955j),(0.9049760296526821+0.423865647651228j),(-0.0003418470982017593+0.0001972275490879146j),-28.67517663641032,-0.0058943276611629365,-68.07549234607995,116.4043452091754,25.09708717543399,150.01734590913014,0.9049760296526821,0.423865647651228
8.355,(-0.01634343841196487+0.03294563150120866j),(0.9051173534000845+0.4235687125092579j),(-0.0003410916539647705+0.0001969044086299432j),-28.688554647694687,-0.005876166330022417,-68.09346587673969,116.38476837973278,25.078233019450625,150.00314333183948,0.9051173534000845,0.4235687125092579
8.356,(-0.01630700331817461+0.03290041624104083j),(0.9052585769156338+0.4232717293136569j),(-0.0003403399480494917+0.0001965829559785292j),-28.70195509755712,-0.00585803058157305,-68.1113859442224,116.36519211558638,25.059378882639454,149.98894131094505,0.9052585769156338,0.4232717293136569
8.357,(-0.01627059797070417+0.03285517296755885j),(0.9053997001873587+0.4229746980848908j),(-0.000339591953364181+0.0001962631790388326j),-28.71537805455089,-0.0058399204314503635,-68.1292527969495,116.34561639565872,25.04052476414604,149.97473984442388,0.9053997001873587,0.4229746980848908
8.358,(-0.01623422238001552+0.03280990171487034j),(0.9055407232032203+0.4226776188435712j),(-0.0003388476430789269+0.0001959450658329213j),-28.728823587574222,-0.005821835895229185,-68.14706668153481,116.32604119897671,25.021670663124993,149.96053893027624,0.9055407232032203,0.4226776188435712
8.359,(-0.01619787655663779+0.03276460251695032j),(0.9056816459511086+0.4223804916104597j),(-0.0003381069906225103+0.0001956286044983715j),-28.74229176587201,-0.00580377698844777,-68.16482784280166,116.30646650467087,25.002816578740333,149.94633856652558,0.9056816459511086,0.4223804916104597
8.36,(-0.01616156051116313+0.03271927540764205j),(0.9058224684188491+0.4220833164064579j),(-0.0003373699696792738+0.0001953137832868729j),-28.75578265903834,-0.005785743726587534,-68.18253652380054,116.2868922919696,24.983962510164766,149.9321387512178,0.9058224684188491,0.4220833164064579
8.361,(-0.01612527425424946+0.03267392042065925j),(0.9059631905942006+0.4217860932526106j),(-0.00033663655418607+0.0001950005905628675j),-28.769296337018048,-0.005767736125083679,-68.20019296582593,116.26731854020187,24.96510845657992,149.91793948242133,0.9059631905942006,0.4217860932526106
8.362,(-0.01608901779661585+0.0326285375895867j),(0.9061038124648553+0.4214888221701055j),(-0.0003359067183292457+0.000194689014802205j),-28.782832870109374,-0.005749754199331937,-68.21779740843294,116.24774522879098,24.946254417176334,149.90374075822677,0.9061038124648553,0.4214888221701055
8.363,(-0.01605279114904498+0.03258312694788451j),(0.9062443340184425+0.4211915031802675j),(-0.0003351804365416543+0.0001943790445908114j),-28.796392328965133,-0.005731797964671206,-68.23535008945416,116.22817233725527,24.92740039115306,149.8895425767466,0.9062443340184425,0.4211915031802675
8.364,(-0.01601659432237998+0.03253768852888693j),(0.9063847552425283+0.4208941363045608j),(-0.0003344576834997277+0.0001940706686233827j),-28.809974784595664,-0.005713867436394168,-68.25285124501595,116.20859984520526,24.908546377717794,149.87534493611494,0.9063847552425283,0.4208941363045608
8.365,(-0.01598042732752493+0.032492222365805j),(0.9065250761246155+0.4205967215645857j),(-0.0003337384341205846+0.0001937638757020962j),-28.823580308370566,-0.005695962629750184,-68.27030110955465,116.18902773234271,24.889692376086682,149.86114783448733,0.9065250761246155,0.4205967215645857
8.366,(-0.0159442901754428+0.03244672849172951j),(0.906665296652146+0.4202992589820755j),(-0.0003330226635591731+0.000193458654735336j),-28.837208972020655,-0.005678083559948187,-68.28769991583275,116.16945597845628,24.87083838548413,149.8469512700403,0.906665296652146,0.4202992589820755
8.367,(-0.01590818287715472+0.03240120693962992j),(0.9068054168125017+0.4200017485788984j),(-0.0003323103472054671+0.0001931549947364432j),-28.85086084764069,-0.005660230242141245,-68.30504789495447,116.14988456342155,24.851984405142886,149.83275524097138,0.9068054168125017,0.4200017485788984
8.368,(-0.01587210544374092+0.03235565774235898j),(0.9069454365930029+0.4197041903770556j),(-0.000331601460681695+0.0001928528848224799j),-28.864536007690678,-0.0056424026914458645,-68.32234527638153,116.13031346719956,24.83313043430395,149.81855974549882,0.9069454365930029,0.4197041903770556
8.369,(-0.01583605788633757+0.03231008093265133j),(0.9070853559809137+0.4194065843986761j),(-0.0003308959798395985+0.0001925523142130073j),-28.87823452499896,-0.005624600922924616,-68.33959228794873,116.11074266983384,24.81427647221618,149.804364781861,0.9070853559809137,0.4194065843986761
8.37,(-0.01580004021613698+0.03226447654312765j),(0.9072251749634381+0.4191089306660195j),(-0.0003301938807577505+0.0001922532722288895j),-28.891956472763738,-0.005606824951608331,-68.356789155879,116.09117215144799,24.795422518136558,149.79017034831674,0.9072251749634381,0.4191089306660195
8.371,(-0.01576405244438718+0.03221884460629376j),(0.9073648935277244+0.4188112292014717j),(-0.0003294951397388903+0.0001919557482911051j),-28.905701924555775,-0.005589074792474879,-68.37393610479876,116.07160189224629,24.77656857132983,149.77597644314457,0.9073648935277244,0.4188112292014717
8.372,(-0.01572809458239013+0.03217318515454441j),(0.9075045116608638+0.4185134800275466j),(-0.0003287997333073141+0.0001916597319195838j),-28.919470954320268,-0.0055713504604607425,-68.3910333577525,116.05203187250876,24.75771463106865,149.76178306464286,0.9075045116608638,0.4185134800275466
8.373,(-0.01569216664150247+0.03212749822016298j),(0.9076440293498924+0.4182156831668827j),(-0.0003281076382062869+0.0001913652127320524j),-28.933263636379323,-0.0055536519704581224,-68.40808113621785,116.03246207259282,24.73886069663333,149.74759021112936,0.9076440293498924,0.4182156831668827
8.374,(-0.01565626863313241+0.03208178383532345j),(0.9077834465817922+0.4179178386422396j),(-0.0003274188313954936+0.0001910721804428975j),-28.94708004543439,-0.005535979337320732,-68.4250796601201,116.01289247292779,24.720006767311666,149.733397880941,0.9077834465817922,0.4179178386422396
8.375,(-0.01562040056874099+0.03203604203209209j),(0.9079227633434904+0.4176199464765024j),(-0.0003267332900485409+0.000190780624862052j),-28.96092025656828,-0.00551833257585318,-68.44202914784637,115.99332305401589,24.701152842399157,149.7192060724339,0.9079227633434904,0.4176199464765024
8.376,(-0.01558456245984118+0.03199027284242952j),(0.9080619796218616+0.4173220066926754j),(-0.0003260509915504694+0.0001904905358938859j),-28.97478434524741,-0.005500711700827381,-68.45892981626017,115.97375379642986,24.682298921198623,149.70501478398288,0.9080619796218616,0.4173220066926754
8.377,(-0.01554875431799518+0.03194447629818944j),(0.9082010954037288+0.4170240193138814j),(-0.0003253719134953159+0.0001902019035361184j),-28.98867238732492,-0.00548311672696518,-68.4757818807153,115.95418468081024,24.663445003020172,149.69082401398123,0.9082010954037288,0.4170240193138814
8.378,(-0.01551297615481704+0.0318986524311238j),(0.9083401106758623+0.4167259843633646j),(-0.0003246960336837134+0.0001899147178787482j),-29.002584459041852,-0.005465547668950904,-68.49258555506972,115.9346156878658,24.644591087181354,149.67663376084082,0.9083401106758623,0.4167259843633646
8.379,(-0.01547722798196831+0.03185280127288092j),(0.9084790254249833+0.4164279018644835j),(-0.0003240233301205043+0.0001896289691029888j),-29.016520637030677,-0.00544800454142364,-68.5093410516995,115.91504679836896,24.625737173006705,149.66244402299148,0.9084790254249833,0.4164279018644835
8.38,(-0.01544150981115919+0.03180692285500824j),(0.9086178396377617+0.4161297718407128j),(-0.0003233537810124074+0.0001893446474802279j),-29.030480998317167,-0.0054304873589917065,-68.52604858151221,115.89547799315568,24.60688325982791,149.64825479888117,0.9086178396377617,0.4161297718407128
8.381,(-0.01540582165414833+0.03176101720895391j),(0.9087565533008187+0.4158315943156441j),(-0.0003226873647657099+0.0001890617433709982j),-29.04446562032275,-0.005412996136209508,-68.54270835396048,115.87590925312448,24.58802934698377,149.63406608697545,0.9087565533008187,0.4158315943156441
8.382,(-0.01537016352274155+0.03171508436606728j),(0.9088951664007271+0.4155333693129796j),(-0.00032202405998398+0.0001887802472239573j),-29.058474580867212,-0.005395530887605502,-68.55932057705526,115.85634055923438,24.569175433819872,149.61987788575752,0.9088951664007271,0.4155333693129796
8.383,(-0.01533453542879041+0.03166912435760059j),(0.9090336789240119+0.4152350968565358j),(-0.0003213638454658318+0.0001885001495748907j),-29.072507958171148,-0.005378091627656164,-68.57588545737893,115.83677189250199,24.550321519688755,149.6056901937279,0.9090336789240119,0.4152350968565358
8.384,(-0.01529893738419182+0.03162313721470969j),(0.9091720908571511+0.4149367769702381j),(-0.0003207067002026981+0.0001882214410457186j),-29.086565830858603,-0.005360678370808165,-68.59240320009839,115.81720323400054,24.531467603949626,149.5915030094042,0.9091720908571511,0.4149367769702381
8.385,(-0.01526336940088876+0.03157712296845702j),(0.9093104021865764+0.4146384096781246j),(-0.0003200526033766563+0.0001879441123435259j),-29.100648277959035,-0.005343291131461018,-68.60887400897768,115.79763456485921,24.51261368596852,149.57731633132107,0.9093104021865764,0.4146384096781246
8.386,(-0.01522783149086818+0.03153108164980992j),(0.9094486128986733+0.4143399950043405j),(-0.0003194015343582635+0.0001876681542595967j),-29.114755378910697,-0.005325929923983473,-68.62529808639087,115.77806586626143,24.493759765118043,149.56313015802996,0.9094486128986733,0.4143399950043405
8.387,(-0.01519232366616051+0.03148501328964474j),(0.9095867229797836+0.414041532973138j),(-0.0003187534727044292+0.000187393557668466j),-29.12888721356255,-0.005308594762699049,-68.64167563333466,115.75849711944134,24.474905840777254,149.54894448809875,0.9095867229797836,0.414041532973138
8.388,(-0.0151568459388388+0.0314389179187456j),(0.9097247324162034+0.4137430236088779j),(-0.0003181083981563251+0.0001871203135269863j),-29.143043862177407,-0.005291285661896647,-68.6580068494405,115.73892830568383,24.456051912331844,149.53475932011185,0.9097247324162034,0.4137430236088779
8.389,(-0.01512139832102002+0.0313927955678085j),(0.909862641194186+0.4134444669360254j),(-0.0003174662906373079+0.0001868484128734022j),-29.15722540543376,-0.005274002635827654,-68.6742919329871,115.7193594063236,24.437197979173824,149.52057465266984,0.909862641194186,0.4134444669360254
8.39,(-0.01508598082486124+0.03134664626743809j),(0.9100004492999421+0.4131458629791488j),(-0.0003168271302508757+0.0001865778468264381j),-29.17143192442969,-0.005256745698702091,-68.69053108091262,115.69979040274202,24.41834404070146,149.50639048438927,0.9100004492999421,0.4131458629791488
8.391,(-0.01505059346256177+0.03130047004815385j),(0.9101381567196383+0.4128472117629228j),(-0.0003161908972786645+0.0001863086065844045j),-29.185663500684154,-0.005239514864700185,-68.70672448882635,115.6802212763661,24.399490096319465,149.49220681390273,0.9101381567196383,0.4128472117629228
8.392,(-0.0150152362463612+0.03125426694038735j),(0.9102757634394019+0.4125485133121215j),(-0.0003155575721784453+0.0001860406834243053j),-29.19992021614071,-0.005222310147955971,-68.72287235102091,115.66065200866768,24.380636145438547,149.47802363985824,0.9102757634394019,0.4125485133121215
8.393,(-0.01497990918853894+0.03120803697448459j),(0.9104132694453175+0.4122497676516208j),(-0.0003149271355821733+0.0001857740687009668j),-29.214202153169914,-0.005205131562576589,-68.73897486048384,115.6410825811613,24.36178218747559,149.4638409609194,0.9104132694453175,0.4122497676516208
8.394,(-0.01494461230141402+0.03116178018070884j),(0.9105506747234295+0.4119509748063992j),(-0.0003142995682940537+0.0001855087538461752j),-29.228509394571667,-0.005187979122623951,-68.75503220890901,115.62151297540188,24.34292822185366,149.44965877576536,0.9105506747234295,0.4119509748063992
8.395,(-0.01490934559734401+0.0311154965892388j),(0.9106879792597434+0.411652134801531j),(-0.0003136748512886222+0.0001852447303678201j),-29.242842023578707,-0.005170852842128253,-68.77104458670853,115.60194317298476,24.324074248001594,149.43547708309015,0.9106879792597434,0.411652134801531
8.396,(-0.01487410908872444+0.03106918623017069j),(0.910825183040225+0.4113532476621906j),(-0.0003130529657088704+0.000184981989849059j),-29.257200123859146,-0.005153752735082185,-68.7870121830237,115.58237315554328,24.30522026535426,149.4212958816029,0.910825183040225,0.4113532476621906
8.397,(-0.01483890278798963+0.0310228491335207j),(0.9109622860508002+0.4110543134136503j),(-0.0003124338928643873+0.0001847205239474873j),-29.271583779518878,-0.005136678815446721,-68.80293518573635,115.56280290474857,24.286366273352442,149.40711517002757,0.9109622860508002,0.4110543134136503
8.398,(-0.01480372670760973+0.03097648532922507j),(0.9110992882773591+0.4107553320812768j),(-0.0003118176142295162+0.0001844603243943164j),-29.28599307510487,-0.00511963109714147,-68.81881378148,115.54323240230497,24.267512271442563,149.39293494710284,0.9110992882773591,0.4107553320812768
8.399,(-0.01476858086009139+0.03093009484713949j),(0.9112361897057526+0.4104563036905337j),(-0.0003112041114415537+0.0001842013829935703j),-29.30042809560829,-0.005102609594057221,-68.83464815565078,115.52366162995175,24.24865825907689,149.3787552115819,0.9112361897057526,0.4104563036905337
8.4,(-0.01473346525797859+0.03088367771704334j),(0.9113729903217962+0.410157228266977j),(-0.0003105933662989552+0.0001839436916212853j),-29.314888926466534,-0.005085614320045332,-68.85043849241833,115.5040905694612,24.229804235713207,149.36457596223215,0.9113729903217962,0.410157228266977
8.401,(-0.01469837991384909+0.0308372339686376j),(0.9115096901112674+0.409858105836259j),(-0.0003099853607595818+0.0001836872422247274j),-29.329375653567187,-0.005068645288925446,-68.86618497473637,115.4845192026351,24.210950200815102,149.3503971978354,0.9115096901112674,0.409858105836259
8.402,(-0.01466332484031669+0.03079076363154827j),(0.9116462890599093+0.4095589364241228j),(-0.0003093800769389517+0.0001834320268216124j),-29.343888363250116,-0.005051702514479709,-68.8818877843535,115.46494751130555,24.192096153851566,149.33621891718735,0.9116462890599093,0.4095589364241228
8.403,(-0.01462830005002885+0.03074426673532546j),(0.9117827871534295+0.4092597200564027j),(-0.0003087774971085247+0.0001831780374993405j),-29.358427142311104,-0.005034786010459513,-68.89754710182366,115.44537547733215,24.17324209429706,149.32204111909766,0.9117827871534295,0.4092597200564027
8.404,(-0.01459330555566686+0.03069774330944533j),(0.911919184377501+0.4089604567590242j),(-0.0003081776036940111+0.0001829252664142418j),-29.372992078004536,-0.005017895790581652,-68.91316310651648,115.42580308260095,24.154388021631476,149.3078638023897,0.911919184377501,0.4089604567590242
8.405,(-0.01455834136994625+0.03065119338331147j),(0.912055480717762+0.4086611465580034j),(-0.0003075803792736969+0.0001826737057908294j),-29.387583258046277,-0.005001031868529276,-68.9287359766275,115.406230309024,24.13553393534013,149.29368696590043,0.912055480717762,0.4086611465580034
8.406,(-0.01452340750561414+0.03060461698625437j),(0.9121916761598182+0.4083617894794439j),(-0.0003069858065767908+0.0001824233479210614j),-29.402200770617274,-0.004984194257949966,-68.94426588918849,115.38665713853587,24.116679834913533,149.2795106084803,0.9121916761598182,0.4083617894794439
8.407,(-0.01448850397545106+0.03055801414753353j),(0.9123277706892413+0.4080623855495396j),(-0.0003063938684818008+0.0001821741851636168j),-29.41684470436615,-0.0049673829724605646,-68.95975302007727,115.36708355309479,24.097825719847577,149.26533472899314,0.9123277706892413,0.4080623855495396
8.408,(-0.01445363079226763+0.0305113848963381j),(0.9124637642915712+0.4077629347945693j),(-0.0003058045480149166+0.0001819262099431739j),-29.431515148412693,-0.004950598025646201,-68.97519754402795,115.34750953467724,24.0789715896432,149.2511593263157,0.9124637642915712,0.4077629347945693
8.409,(-0.01441878796890847+0.03046472926178763j),(0.9125996569523154+0.4074634372408982j),(-0.0003052178283484273+0.0001816794147497042j),-29.44621219235057,-0.004933839431060299,-68.99059963464057,115.32793506528333,24.060117443806476,149.23698439933793,0.9125996569523154,0.4074634372408982
8.41,(-0.01438397551824622+0.03041804727293246j),(0.9127354486569499+0.4071638929149802j),(-0.0003046336927991592+0.0001814337921377749j),-29.460935926251214,-0.00491710720221493,-69.00595946439071,115.3083601269273,24.041263281848725,149.2228099469627,0.9127354486569499,0.4071638929149802
8.411,(-0.01434919345318587+0.03037133895875675j),(0.9128711393909199+0.4068643018433508j),(-0.0003040521248269169+0.0001811893347258545j),-29.475686440666014,-0.00490040135259914,-69.02127720463946,115.28878470164197,24.022409103286105,149.20863596810557,0.9128711393909199,0.4068643018433508
8.412,(-0.01431444178666171+0.03032460434817615j),(0.9130067291396398+0.4065646640526299j),(-0.0003034731080329641+0.0001809460351956337j),-29.49046382663059,-0.004883721895671239,-69.03655302564266,115.26920877147583,24.00355490763979,149.1944624616946,0.9130067291396398,0.4065646640526299
8.413,(-0.01427972053163699+0.03027784347004054j),(0.9131422178884943+0.4062649795695218j),(-0.0003028966261585143+0.0001807038862913525j),-29.505268175667606,-0.004867068844848179,-69.05178709656047,115.24963231849028,23.98470069443589,149.18028942667056,0.9131422178884943,0.4062649795695218
8.414,(-0.01424502970110405+0.03023105635313535j),(0.9132776056228382+0.4059652484208123j),(-0.0003023226630832417+0.0001804628808191358j),-29.5200995797899,-0.004850442213523898,-69.0669795854666,115.23005532475898,23.965846463205377,149.16611686198638,0.9132776056228382,0.4059652484208123
8.415,(-0.01421036930808475+0.03018424302618089j),(0.913412892327997+0.4056654706333693j),(-0.0003017512028238122+0.0001802230116463377j),-29.53495813150404,-0.004833842015060629,-69.08213065935753,115.21047777236882,23.94699221348405,149.15194476660736,0.913412892327997,0.4056654706333693
8.416,(-0.01417573936562691+0.03013740351783366j),(0.913548077989269+0.4053656462341405j),(-0.0003011822295324294+0.0001799842717008931j),-29.549843923813977,-0.004817268262781182,-69.09724048416183,115.19089964341349,23.928137944812377,149.13777313951067,0.913548077989269,0.4053656462341405
8.417,(-0.014141139886809+0.03009053785668824j),(0.9136831625919222+0.4050657752501546j),(-0.0003006157274954077+0.0001797466539706803j),-29.564757050223555,-0.0048007209699911435,-69.11230922474887,115.17132091999925,23.90928365673563,149.12360197968562,0.9136831625919222,0.4050657752501546
8.418,(-0.01410657088473322+0.03004364607127678j),(0.9138181461211986+0.4047658577085193j),(-0.0003000516811317534+0.0001795101515028883j),-29.579697604740993,-0.004784200149952816,-69.12733704493802,115.15174158423433,23.890429348803693,149.10943128613334,0.9138181461211986,0.4047658577085193
8.419,(-0.0140720323725308+0.02999672819007012j),(0.9139530285623123+0.4044658936364205j),(-0.0002994900749917696+0.0001792747574033939j),-29.594665681881615,-0.004767705815904525,-69.14232410750733,115.13216161823654,23.87157502057105,149.09526105786665,0.9139530285623123,0.4044658936364205
8.42,(-0.01403752436335935+0.02994978424147896j),(0.9140878099004501+0.4041658830611234j),(-0.0002989308937556805+0.0001790404648361485j),-29.609661376671518,-0.00475123798105386,-69.15727057420231,115.11258100412785,23.852720671596835,149.08109129391,0.9140878099004501,0.4041658830611234
8.421,(-0.01400304687040102+0.02990281425385428j),(0.9142224901207735+0.4038658260099689j),(-0.0002983741222322628+0.0001788072670225666j),-29.624684784651297,-0.004734796658575747,-69.17217660574468,115.09299972403126,23.83386630144459,149.06692199329927,0.9142224901207735,0.4038658260099689
8.422,(-0.01396859990686398+0.02985581825548782j),(0.9143570692084182+0.4035657225103729j),(-0.0002978197453575037+0.0001785751572409274j),-29.639736001879477,-0.004718381861616309,-69.18704236184091,115.07341776007269,23.81501190968226,149.05275315508158,0.9143570692084182,0.4035657225103729
8.423,(-0.01393418348598234+0.02980879627461407j),(0.9144915471484923+0.4032655725898317j),(-0.0002972677481932833+0.0001783441288257861j),-29.65481512493576,-0.004701993603294798,-69.2018680011904,115.05383509437908,23.796157495882483,149.0385847783156,0.9144915471484923,0.4032655725898317
8.424,(-0.01389979762101373+0.02976174833940896j),(0.9146259239260812+0.4029653762759119j),(-0.0002967181159260468+0.0001781141751673825j),-29.66992225092536,-0.004685631896696837,-69.21665368149436,115.03425170907543,23.77730305962198,149.0244168620708,0.9146259239260812,0.4029653762759119
8.425,(-0.01386544232524038+0.02971467447799267j),(0.9147601995262447+0.4026651335962553j),(-0.0002961708338655192+0.0001778852897110664j),-29.685057477481998,-0.004669296754884072,-69.23139955946381,115.01466758628445,23.758448600481866,149.01024940542786,0.9147601995262447,0.4026651335962553
8.426,(-0.01383111761196835+0.02966757471842873j),(0.9148943739340183+0.40236484457858j),(-0.0002956258874434298+0.0001776574659567288j),-29.700220902771996,-0.004652988190879705,-69.2461057908277,114.99508270812551,23.73959411804768,148.99608240747824,0.9148943739340183,0.40236484457858
8.427,(-0.01379682349452794+0.02962044908872616j),(0.9150284471344139+0.4020645092506742j),(-0.000295083262212242+0.0001774306974582346j),-29.715412625497603,-0.004636706217685851,-69.26077253034134,114.97549705671382,23.720739611909032,148.9819158673243,0.9150284471344139,0.4020645092506742
8.428,(-0.01376255998627112+0.02957329761683901j),(0.9151624191124194+0.4017641276403996j),(-0.0002945429438439106+0.0001772049778228691j),-29.730632744901232,-0.004620450848277759,-69.27539993179415,114.9559106141564,23.701885081659814,148.96774978407888,0.9151624191124194,0.4017641276403996
8.429,(-0.01372832710057365+0.02952612033066758j),(0.915296289853+0.40146369977569j),(-0.0002940049181286498+0.0001769803007107864j),-29.745881360768884,-0.004604222095595124,-69.28998814801784,114.93632336255416,23.68303052689807,148.95358415686565,0.915296289853,0.40146369977569
8.43,(-0.01369412485083341+0.02947891725805838j),(0.9154300593410991+0.4011632256845484j),(-0.0002934691709737136+0.0001767566598344669j),-29.76115857343426,-0.004588019972551739,-69.30453733089419,114.91673528399943,23.664175947225846,148.93941898481847,0.9154300593410991,0.4011632256845484
8.431,(-0.01365995325047002+0.0294316884268069j),(0.9155637275616365+0.4008627053950501j),(-0.0002929356884022005+0.0001765340489581823j),-29.776464483782135,-0.004571844492035494,-69.3190476313628,114.89714636057273,23.64532134224939,148.92525426708175,0.9155637275616365,0.4008627053950501
8.432,(-0.01362581231292418+0.02938443386465493j),(0.9156972944995108+0.4005621389353389j),(-0.0002924044565518609+0.0001763124618974647j),-29.791799193253112,-0.004555695666904517,-69.33351919942892,114.87755657434356,23.626466711578875,148.91109000281003,0.9156972944995108,0.4005621389353389
8.433,(-0.01359170205165903+0.02933715359929501j),(0.9158307601395991+0.4002615263336284j),(-0.000291875461673929+0.0001760918925185839j),-29.807162803846406,-0.0045395735099871765,-69.34795218417099,114.85796590736915,23.607612054828504,148.89692619116803,0.9158307601395991,0.4002615263336284
8.434,(-0.01355762248015788+0.02928984765836778j),(0.915964124466757+0.399960867618201j),(-0.0002913486901319636+0.000175872334738031j),-29.822555418124864,-0.004523478034087869,-69.36234673374821,114.83837434169234,23.588757371616435,148.88276283133055,0.915964124466757,0.399960867618201
8.435,(-0.01352357361192429+0.02924251606946454j),(0.9160973874658207+0.3996601628174045j),(-0.0002908241284007008+0.0001756537825220062j),-29.837977139218438,-0.004507409251978338,-69.37670299540821,114.8187818593397,23.569902661564587,148.86859992248225,0.9160973874658207,0.3996601628174045
8.436,(-0.01348955546048237+0.02919515886012724j),(0.9162305491216036+0.3993594119596587j),(-0.0002903017630649356+0.000175436229885919j),-29.85342807082833,-0.004491367176410215,-69.39102111549403,114.79918844232161,23.551047924299006,148.85443746381767,0.9162305491216036,0.3993594119596587
8.437,(-0.01345556803937632+0.02914777605785j),(0.9163636094189012+0.3990586150734458j),(-0.0002897815808183917+0.0001752196708938842j),-29.868908317230844,-0.0044753518201005515,-69.40530123945196,114.77959407263016,23.532193159449324,148.84027545454117,0.9163636094189012,0.3990586150734458
8.438,(-0.01342161136216799+0.02910036769007687j),(0.9164965683424886+0.3987577721873144j),(-0.0002892635684626265+0.0001750040996582335j),-29.884417983282493,-0.004459363195747254,-69.41954351183851,114.75999873223657,23.513338366648952,148.82611389386653,0.9164965683424886,0.3987577721873144
